Country,Year,Indice de criminalité,Latitude,Longitude
Albanie,2022-01-01T00:00:00,3.01959153945047,41.1422845912,20.0683841514
Albanie,2021-01-01T00:00:00,3.4073818639306177,41.1422845912,20.0683841514
Albanie,2020-01-01T00:00:00,2.8392700321480815,41.1422845912,20.0683841514
Albanie,2019-01-01T00:00:00,3.783933236449482,41.1422845912,20.0683841514
Albanie,2018-01-01T00:00:00,3.8072185923368815,41.1422845912,20.0683841514
Albanie,2017-01-01T00:00:00,3.7961856498914677,41.1422845912,20.0683841514
Albanie,2016-01-01T00:00:00,3.990534080198999,41.1422845912,20.0683841514
Albanie,2015-01-01T00:00:00,3.9157760214524178,41.1422845912,20.0683841514
Albanie,2014-01-01T00:00:00,4.420654000620269,41.1422845912,20.0683841514
Albanie,2013-01-01T00:00:00,3.4517479235925275,41.1422845912,20.0683841514
Albanie,2012-01-01T00:00:00,3.4085005650266007,41.1422845912,20.0683841514
